"Food ID"	"Nutrient ID"	"Description"	"Scale"	"Value"	"Category"	""
"01A20103"	"B3"	"Niacin (B3)"	"mg"	".4"	"VIT"	""
"01A20103"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".43"	"VIT"	""
"01A20103"	"FOLFD"	"Folate, natural"	"ug"	"1"	"VIT"	""
"01A20103"	"FOLATETOT"	"Total folates"	"ug"	"1"	"VIT"	""
"01A20103"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"1"	"VIT"	""
"01A20103"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A20103"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A20103"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A20103"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A20103"	"VITC"	"Vitamin C"	"mg"	"0"	"VIT"	""
"01A20103"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A20103"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20103"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A20103"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20103"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A20103"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A20103"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A20103"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20103"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20103"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A20103"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20103"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A20103"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20103"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A20103"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A20103"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A20103"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20103"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A20103"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A20091"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"285"	"PRO"	""
"01A20091"	"MOIS"	"Moisture"	"g"	"87.5"	"PRO"	""
"01A20091"	"PROT"	"Protein"	"g"	".2"	"PRO"	""
"01A20091"	"NIT"	"Nitrogen"	"g"	".03"	"PRO"	""
"01A20091"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A20091"	"ASH"	"Ash"	"g"	".3"	"PRO"	""
"01A20091"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A20091"	"ETOHM"	"Ethanol"	"g"	"8.6"	"PRO"	""
"01A20091"	"FRU"	"Fructose"	"g"	"1"	"PRO"	""
"01A20091"	"GLUC"	"Glucose"	"g"	".8"	"PRO"	""
"01A20091"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A20091"	"MALT"	"Maltose"	"g"	"0"	"PRO"	""
"01A20091"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A20091"	"TOTALSUGARS"	"Total sugars"	"g"	"1.8"	"PRO"	""
"01A20091"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A20091"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"1.8"	"PRO"	""
"01A20091"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"1.8"	"CHO"	""
"01A20091"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A20091"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A20091"	"MALIC"	"Malic acid"	"g"	".2"	"OA"	""
"01A20091"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A20091"	"TARTARIC"	"Tartaric acid"	"g"	".2"	"OA"	""
"01A20091"	"CA"	"Calcium (Ca)"	"mg"	"8"	"MNS"	""
"01A20091"	"CU"	"Copper (Cu)"	"mg"	".01"	"MNS"	""
"01A20091"	"F"	"Fluoride (F)"	"ug"	"20.06"	"MNS"	""
"01A20091"	"FE"	"Iron (Fe)"	"mg"	".3"	"MNS"	""
"01A20091"	"MG"	"Magnesium (Mg)"	"mg"	"8"	"MNS"	""
"01A20091"	"MN"	"Manganese (Mn)"	"mg"	".08"	"MNS"	""
"01A20091"	"P"	"Phosphorus (P)"	"mg"	"15"	"MNS"	""
"01A20091"	"K"	"Potassium (K)"	"mg"	"61"	"MNS"	""
"01A20091"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A20091"	"NA"	"Sodium (Na)"	"mg"	"23"	"MNS"	""
"01A20091"	"S"	"Sulphur (S)"	"mg"	"20"	"MNS"	""
"01A20091"	"ZN"	"Zinc (Zn)"	"mg"	".06"	"MNS"	""
"01A20091"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A20091"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A20091"	"B3"	"Niacin (B3)"	"mg"	"0"	"VIT"	""
"01A20091"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".03"	"VIT"	""
"01A20091"	"B6"	"Pyridoxine (B6)"	"mg"	".06"	"VIT"	""
"01A20091"	"FOLFD"	"Folate, natural"	"ug"	"1"	"VIT"	""
"01A20091"	"FOLATETOT"	"Total folates"	"ug"	"1"	"VIT"	""
"01A20091"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"1"	"VIT"	""
"01A20091"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A20091"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A20091"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A20091"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A20091"	"VITC"	"Vitamin C"	"mg"	"0"	"VIT"	""
"01A20091"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A20091"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20091"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A20091"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20091"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A20091"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A20091"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A20091"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20091"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20091"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A20091"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20091"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A20091"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20091"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A20091"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A20091"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A20091"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20091"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A20091"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A20092"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"324"	"PRO"	""
"01A20092"	"MOIS"	"Moisture"	"g"	"84"	"PRO"	""
"01A20092"	"PROT"	"Protein"	"g"	".2"	"PRO"	""
"01A20092"	"NIT"	"Nitrogen"	"g"	".03"	"PRO"	""
"01A20092"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A20092"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A20092"	"ETOHM"	"Ethanol"	"g"	"9.9"	"PRO"	""
"01A20092"	"TOTALSUGARS"	"Total sugars"	"g"	"2"	"PRO"	""
"01A20092"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A20092"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"2"	"PRO"	""
"01A20092"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"2"	"CHO"	""
"01A20092"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A20092"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A20092"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A20092"	"MALIC"	"Malic acid"	"g"	".2"	"OA"	""
"01A20092"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A20092"	"TARTARIC"	"Tartaric acid"	"g"	".2"	"OA"	""
"01A20092"	"CA"	"Calcium (Ca)"	"mg"	"8"	"MNS"	""
"01A20092"	"FE"	"Iron (Fe)"	"mg"	".2"	"MNS"	""
"01A20092"	"MG"	"Magnesium (Mg)"	"mg"	"7"	"MNS"	""
"01A20092"	"P"	"Phosphorus (P)"	"mg"	"17"	"MNS"	""
"01A20092"	"K"	"Potassium (K)"	"mg"	"87"	"MNS"	""
"01A20092"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A20092"	"NA"	"Sodium (Na)"	"mg"	"10"	"MNS"	""
"01A20092"	"ZN"	"Zinc (Zn)"	"mg"	".1"	"MNS"	""
"01A20092"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A20092"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A20092"	"B3"	"Niacin (B3)"	"mg"	"0"	"VIT"	""
"01A20092"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".03"	"VIT"	""
"01A20092"	"FOLFD"	"Folate, natural"	"ug"	"1"	"VIT"	""
"01A20092"	"FOLATETOT"	"Total folates"	"ug"	"1"	"VIT"	""
"01A20092"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"1"	"VIT"	""
"01A20092"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A20092"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A20092"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A20092"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A20092"	"VITC"	"Vitamin C"	"mg"	"3"	"VIT"	""
"01A20092"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A20092"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20092"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A20092"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20092"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A20092"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A20092"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A20092"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20092"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20092"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A20092"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20092"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A20092"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20092"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A20092"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A20092"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A20092"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20092"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A20092"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A20093"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"99"	"PRO"	""
"01A20093"	"MOIS"	"Moisture"	"g"	"94.7"	"PRO"	""
"01A20093"	"PROT"	"Protein"	"g"	".2"	"PRO"	""
"01A20093"	"NIT"	"Nitrogen"	"g"	".04"	"PRO"	""
"01A20093"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A20093"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A20093"	"ETOHM"	"Ethanol"	"g"	"3.3"	"PRO"	""
"01A20093"	"TOTALSUGARS"	"Total sugars"	"g"	"0"	"PRO"	""
"01A20093"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A20093"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"0"	"PRO"	""
"01A20093"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"0"	"CHO"	""
"01A20093"	"CA"	"Calcium (Ca)"	"mg"	"8"	"MNS"	""
"01A20093"	"FE"	"Iron (Fe)"	"mg"	".22"	"MNS"	""
"01A20093"	"MG"	"Magnesium (Mg)"	"mg"	"12"	"MNS"	""
"01A20093"	"P"	"Phosphorus (P)"	"mg"	"19"	"MNS"	""
"01A20093"	"K"	"Potassium (K)"	"mg"	"101"	"MNS"	""
"01A20093"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A20093"	"NA"	"Sodium (Na)"	"mg"	"11"	"MNS"	""
"01A20093"	"ZN"	"Zinc (Zn)"	"mg"	".07"	"MNS"	""
"01A20093"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A20093"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A20093"	"B3"	"Niacin (B3)"	"mg"	".46"	"VIT"	""
"01A20093"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".5"	"VIT"	""
"01A20093"	"FOLFD"	"Folate, natural"	"ug"	"1"	"VIT"	""
"01A20093"	"FOLATETOT"	"Total folates"	"ug"	"1"	"VIT"	""
"01A20093"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"1"	"VIT"	""
"01A20093"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A20093"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A20093"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A20093"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A20093"	"VITC"	"Vitamin C"	"mg"	"0"	"VIT"	""
"01A20093"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A20093"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20093"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A20093"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20093"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A20093"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A20093"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A20093"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20093"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20093"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A20093"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20093"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A20093"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20093"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A20093"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A20093"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A20093"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20093"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A20093"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A20094"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"282"	"PRO"	""
"01A20094"	"MOIS"	"Moisture"	"g"	"87.7"	"PRO"	""
"01A20094"	"PROT"	"Protein"	"g"	".2"	"PRO"	""
"01A20094"	"NIT"	"Nitrogen"	"g"	".03"	"PRO"	""
"01A20094"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A20094"	"ASH"	"Ash"	"g"	".2"	"PRO"	""
"01A20094"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A20094"	"ETOHM"	"Ethanol"	"g"	"9.3"	"PRO"	""
"01A20094"	"FRU"	"Fructose"	"g"	".2"	"PRO"	""
"01A20094"	"GLUC"	"Glucose"	"g"	".1"	"PRO"	""
"01A20094"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A20094"	"MALT"	"Maltose"	"g"	"0"	"PRO"	""
"01A20094"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A20094"	"TOTALSUGARS"	"Total sugars"	"g"	".3"	"PRO"	""
"01A20094"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A20094"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	".3"	"PRO"	""
"01A20094"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	".3"	"CHO"	""
"01A20094"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A20094"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A20094"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A20094"	"MALIC"	"Malic acid"	"g"	".2"	"OA"	""
"01A20094"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A20094"	"TARTARIC"	"Tartaric acid"	"g"	".2"	"OA"	""
"01A20094"	"SB"	"Antimony (Sb)"	"ug"	".2"	"MNS"	""
"01A20094"	"AS"	"Arsenic (As)"	"ug"	".4"	"MNS"	""
"01A20094"	"CD"	"Cadmium (Cd)"	"ug"	"0"	"MNS"	""
"01A20094"	"CA"	"Calcium (Ca)"	"mg"	"7"	"MNS"	""
"01A20094"	"CU"	"Copper (Cu)"	"mg"	".012"	"MNS"	""
"01A20094"	"F"	"Fluoride (F)"	"ug"	"19.88"	"MNS"	""
"01A20094"	"I"	"Iodine (I)"	"ug"	"0"	"MNS"	""
"01A20094"	"FE"	"Iron (Fe)"	"mg"	".1"	"MNS"	""
"01A20094"	"PB"	"Lead (Pb)"	"ug"	"1.8"	"MNS"	""
"01A20094"	"MG"	"Magnesium (Mg)"	"mg"	"8"	"MNS"	""
"01A20094"	"MN"	"Manganese (Mn)"	"mg"	".08"	"MNS"	""
"01A20094"	"HG"	"Mercury (Hg)"	"ug"	"0"	"MNS"	""
"01A20094"	"P"	"Phosphorus (P)"	"mg"	"18"	"MNS"	""
"01A20094"	"K"	"Potassium (K)"	"mg"	"46"	"MNS"	""
"01A20094"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A20094"	"NA"	"Sodium (Na)"	"mg"	"24"	"MNS"	""
"01A20094"	"S"	"Sulphur (S)"	"mg"	"16"	"MNS"	""
"01A20094"	"ZN"	"Zinc (Zn)"	"mg"	".08"	"MNS"	""
"01A20094"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A20094"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A20094"	"B3"	"Niacin (B3)"	"mg"	"0"	"VIT"	""
"01A20094"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".03"	"VIT"	""
"01A20094"	"B6"	"Pyridoxine (B6)"	"mg"	".06"	"VIT"	""
"01A20094"	"FOLFD"	"Folate, natural"	"ug"	"0"	"VIT"	""
"01A20094"	"FOLATETOT"	"Total folates"	"ug"	"0"	"VIT"	""
"01A20094"	"FOLDFE-04"	"Dietary folate equivalents"	"ug"	"0"	"VIT"	""
"01A20094"	"BCAR"	"Beta carotene"	"ug"	"0"	"VIT"	""
"01A20094"	"BCAREQ-04"	"Beta carotene equivalents"	"ug"	"0"	"VIT"	""
"01A20094"	"RET"	"Retinol"	"ug"	"0"	"VIT"	""
"01A20094"	"RETEQ-05"	"Retinol equivalents"	"ug"	"0"	"VIT"	""
"01A20094"	"VITC"	"Vitamin C"	"mg"	"3"	"VIT"	""
"01A20094"	"S16"	"C16"	"%T"	"0"	"FA"	""
"01A20094"	"TOTAL_SATURAT-04"	"Total saturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20094"	"M18"	"C18:1"	"%T"	"0"	"FA"	""
"01A20094"	"TOTAL MONOUNSATURATED FAT (%)"	"Total monounsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20094"	"P182W6"	"C18:2w6"	"%T"	"0"	"FA"	""
"01A20094"	"P183W3"	"C18:3w3"	"%T"	"0"	"FA"	""
"01A20094"	"P205W3"	"C20:5w3"	"%T"	"0"	"FA"	""
"01A20094"	"TOTAL POLYUNSATURATED FAT (%)"	"Total polyunsaturated fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20094"	"LCW3TOTAL"	"Total long chain omega 3 fatty acids (%)"	"%T"	"0"	"FA"	""
"01A20094"	"S16FD"	"C16FD"	"g"	"0"	"FA"	""
"01A20094"	"TOTALSATURATFD-04"	"Total saturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20094"	"M18FD"	"C18:1FD"	"g"	"0"	"FA"	""
"01A20094"	"TOTAL MONOUNSATURATED FAT (FD)"	"Total monounsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20094"	"P182W6FD"	"C18:2w6FD"	"g"	"0"	"FA"	""
"01A20094"	"P183W3FD"	"C18:3w3FD"	"g"	"0"	"FA"	""
"01A20094"	"P205W3FD"	"C20:5w3FD"	"mg"	"0"	"FA"	""
"01A20094"	"TOTAL POLYUNSATURATED FAT (FD)"	"Total polyunsaturated fatty acids (g)"	"g"	"0"	"FA"	""
"01A20094"	"LCW3TOTALFD"	"Total long chain omega 3 fatty acids (mg)"	"mg"	"0"	"FA"	""
"01A20094"	"CHOL"	"Cholesterol"	"mg"	"0"	"FA"	""
"01A20095"	"ENERGY-04DF"	"Energy, including dietary fibre"	"kJ"	"270"	"PRO"	""
"01A20095"	"MOIS"	"Moisture"	"g"	"88.1"	"PRO"	""
"01A20095"	"PROT"	"Protein"	"g"	".2"	"PRO"	""
"01A20095"	"NIT"	"Nitrogen"	"g"	".03"	"PRO"	""
"01A20095"	"FAT"	"Fat"	"g"	"0"	"PRO"	""
"01A20095"	"ASH"	"Ash"	"g"	".2"	"PRO"	""
"01A20095"	"AOACDFTOTW"	"Dietary fibre"	"g"	"0"	"PRO"	""
"01A20095"	"ETOHM"	"Ethanol"	"g"	"8.5"	"PRO"	""
"01A20095"	"FRU"	"Fructose"	"g"	".6"	"PRO"	""
"01A20095"	"GLUC"	"Glucose"	"g"	".5"	"PRO"	""
"01A20095"	"SUC"	"Sucrose"	"g"	"0"	"PRO"	""
"01A20095"	"MALT"	"Maltose"	"g"	"0"	"PRO"	""
"01A20095"	"LACT"	"Lactose"	"g"	"0"	"PRO"	""
"01A20095"	"TOTALSUGARS"	"Total sugars"	"g"	"1.1"	"PRO"	""
"01A20095"	"STARCH"	"Starch"	"g"	"0"	"PRO"	""
"01A20095"	"AVAILCHO"	"Available carbohydrate, without sugar alcohols"	"g"	"1.1"	"PRO"	""
"01A20095"	"AVAILCHOCNS"	"Available carbohydrate, with sugar alcohols"	"g"	"1.1"	"CHO"	""
"01A20095"	"ACETIC"	"Acetic acid"	"g"	"0"	"OA"	""
"01A20095"	"CITRIC"	"Citric acid"	"g"	"0"	"OA"	""
"01A20095"	"LACTIC"	"Lactic acid"	"g"	"0"	"OA"	""
"01A20095"	"MALIC"	"Malic acid"	"g"	".2"	"OA"	""
"01A20095"	"QUINIC"	"Quinic acid"	"g"	"0"	"OA"	""
"01A20095"	"TARTARIC"	"Tartaric acid"	"g"	".2"	"OA"	""
"01A20095"	"SB"	"Antimony (Sb)"	"ug"	".2"	"MNS"	""
"01A20095"	"AS"	"Arsenic (As)"	"ug"	".4"	"MNS"	""
"01A20095"	"CD"	"Cadmium (Cd)"	"ug"	"0"	"MNS"	""
"01A20095"	"CA"	"Calcium (Ca)"	"mg"	"8"	"MNS"	""
"01A20095"	"CU"	"Copper (Cu)"	"mg"	".012"	"MNS"	""
"01A20095"	"F"	"Fluoride (F)"	"ug"	"17.96"	"MNS"	""
"01A20095"	"I"	"Iodine (I)"	"ug"	"0"	"MNS"	""
"01A20095"	"FE"	"Iron (Fe)"	"mg"	".2"	"MNS"	""
"01A20095"	"PB"	"Lead (Pb)"	"ug"	"1.8"	"MNS"	""
"01A20095"	"MG"	"Magnesium (Mg)"	"mg"	"7"	"MNS"	""
"01A20095"	"MN"	"Manganese (Mn)"	"mg"	".09"	"MNS"	""
"01A20095"	"HG"	"Mercury (Hg)"	"ug"	"0"	"MNS"	""
"01A20095"	"P"	"Phosphorus (P)"	"mg"	"20"	"MNS"	""
"01A20095"	"K"	"Potassium (K)"	"mg"	"45"	"MNS"	""
"01A20095"	"SE"	"Selenium (Se)"	"ug"	"0"	"MNS"	""
"01A20095"	"NA"	"Sodium (Na)"	"mg"	"24"	"MNS"	""
"01A20095"	"S"	"Sulphur (S)"	"mg"	"16"	"MNS"	""
"01A20095"	"ZN"	"Zinc (Zn)"	"mg"	".08"	"MNS"	""
"01A20095"	"B1"	"Thiamin (B1)"	"mg"	"0"	"VIT"	""
"01A20095"	"B2"	"Riboflavin (B2)"	"mg"	"0"	"VIT"	""
"01A20095"	"B3"	"Niacin (B3)"	"mg"	".1"	"VIT"	""
"01A20095"	"NIACIN EQUIVALENTS"	"Niacin equivalents"	"mg"	".13"	"VIT"	""
"01A20095"	"B6"	"Pyridoxine (B6)"	"mg"	".07"	"VIT"	""
"01A20095"	"FOLFD"	"Folate, natural"	"ug"	"0"	"VIT"	""
"01A20095"	"FOLATETOT"	"Total folates"	"ug"	"0"	"VIT"	""
