"Food ID"	"Food Name"	"Total Weight Change (%)"	"Ingredient ID"	"Ingredient Name"	"Ingredient Weight (g)"	"Retention Factor"
"02A10333"	"Cornmeal (polenta), cooked in water, with added salt"	"-5.0"	"01B10277"	"Water, tap"	"750.000"	"0"
"02A10335"	"Couscous, cooked in water, no added fat or salt"	"0.0"	"02A10287"	"Couscous, raw"	"100.000"	"357"
"02A10335"	"Couscous, cooked in water, no added fat or salt"	"0.0"	"01B10277"	"Water, tap"	"125.000"	"0"
"02F30172"	"Hamburger, beef pattie, with cheese, lettuce, onion & sauce, takeaway style"	"0.0"	"02F30168"	"Hamburger, plain (beef pattie, lettuce, tomato, onion, sauce), takeaway shop"	"172.000"	"0"
"02F30172"	"Hamburger, beef pattie, with cheese, lettuce, onion & sauce, takeaway style"	"0.0"	"09B10153"	"Cheese, cheddar, processed"	"21.000"	"0"
"02F30173"	"Hamburger, beef pattie, with fried egg, lettuce, onion & sauce, takeaway style"	"0.0"	"02F30168"	"Hamburger, plain (beef pattie, lettuce, tomato, onion, sauce), takeaway shop"	"172.000"	"0"
"02F30173"	"Hamburger, beef pattie, with fried egg, lettuce, onion & sauce, takeaway style"	"0.0"	"03A10064"	"Egg, chicken, whole, fried, peanut oil"	"40.000"	"0"
"10A10425"	"Pasta in cream based sauce, prepared from dry mix with milk & margarine spread"	"-24.0"	"02F40205"	"Pasta in cream based sauce, dry mix"	"100.000"	"384"
"10A10425"	"Pasta in cream based sauce, prepared from dry mix with milk & margarine spread"	"-24.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"130.000"	"2151"
"10A10425"	"Pasta in cream based sauce, prepared from dry mix with milk & margarine spread"	"-24.0"	"01B10277"	"Water, tap"	"310.000"	"0"
"10A10425"	"Pasta in cream based sauce, prepared from dry mix with milk & margarine spread"	"-24.0"	"04B10069"	"Margarine spread, polyunsaturated (70% fat)"	"4.500"	"0"
"10A10426"	"Pasta in tomato based sauce, prepared from dry mix with water & margarine spread"	"-24.0"	"10A10415"	"Pasta in tomato based sauce, dry mix"	"90.000"	"384"
"10A10426"	"Pasta in tomato based sauce, prepared from dry mix with water & margarine spread"	"-24.0"	"01B10277"	"Water, tap"	"440.000"	"0"
"10A10426"	"Pasta in tomato based sauce, prepared from dry mix with water & margarine spread"	"-24.0"	"04B10069"	"Margarine spread, polyunsaturated (70% fat)"	"4.500"	"0"
"02E40093"	"Pastry, puff, with butter, commercial, baked"	"-23.0"	"02E40080"	"Pastry, puff, butter, commercial, raw"	"100.000"	"301"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"02E40083"	"Pastry, shortcrust style, commercial, baked"	"250.000"	"0"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"02A20075"	"Flour, cornflour, from maize & wheat starch"	"32.400"	"301"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"01B10277"	"Water, tap"	"250.000"	"0"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"03A10067"	"Egg, chicken, yolk, raw"	"34.000"	"101"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"12A10064"	"Sugar, white, granulated or lump"	"105.000"	"0"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"01B30288"	"Juice, lemon"	"84.000"	"0"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"03A10065"	"Egg, chicken, white (albumen) only, raw"	"93.000"	"101"
"02E50237"	"Pie, sweet, lemon meringue, baked, homemade"	"-5.0"	"12A10064"	"Sugar, white, granulated or lump"	"157.500"	"0"
"10A10410"	"Gravy, prepared from dry powder with water"	"-14.0"	"10A10411"	"Gravy powder, dry mix"	"19.200"	"302"
"10A10410"	"Gravy, prepared from dry powder with water"	"-14.0"	"01B10277"	"Water, tap"	"250.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10A10382"	"Paste, shrimp, Asian style"	"5.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10E10076"	"Cumin (cummin) seeds, ground"	"1.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10E10083"	"Coriander seed, ground"	"2.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10E10087"	"Turmeric, ground"	"3.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"13A11431"	"Chilli (chili), green, raw"	"92.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10E10080"	"Pepper, ground, black or white"	"1.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"13A11408"	"Onion, mature, brown skinned, peeled, raw"	"100.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"13A11403"	"Garlic, peeled, raw"	"10.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"13A11434"	"Coriander, fresh, leaves & stems"	"20.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"10F60080"	"Salt, table, non-iodised"	"7.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"01B30288"	"Juice, lemon"	"10.000"	"0"
"10E10092"	"Paste, green curry, homemade"	"0.0"	"04C10071"	"Oil, peanut"	"18.000"	"0"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"10E10080"	"Pepper, ground, black or white"	"0.200"	"0"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"03A10067"	"Egg, chicken, yolk, raw"	"51.000"	"101"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"13A11458"	"Parsley, continental, raw"	"5.000"	"3001"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"13A11456"	"Shallot, peeled, raw"	"12.000"	"3001"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"01A20094"	"Wine, white, dry style (sugars content < 1%)"	"100.000"	"0"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"04A10062"	"Butter, no added salt"	"125.000"	"0"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"10F20086"	"Vinegar"	"36.000"	"0"
"10A10421"	"Sauce, bearnaise, homemade"	"-10.0"	"10F60091"	"Salt, cooking"	"0.100"	"0"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"04A10060"	"Butter, salted"	"40.000"	"0"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"02A20079"	"Flour, wheat, white, plain"	"22.400"	"301"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"387.000"	"2151"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"09B10155"	"Cheese, cheddar, regular fat"	"125.000"	"1"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"10F60091"	"Salt, cooking"	"0.100"	"0"
"10A10424"	"Sauce, cheese, homemade"	"-10.0"	"10E10080"	"Pepper, ground, black or white"	"0.100"	"0"
"10A10418"	"Sauce, cheese, made with butter & milk, homemade"	"-10.0"	"04A10060"	"Butter, salted"	"36.000"	"0"
"10A10418"	"Sauce, cheese, made with butter & milk, homemade"	"-10.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"258.000"	"2151"
"10A10418"	"Sauce, cheese, made with butter & milk, homemade"	"-10.0"	"09B10155"	"Cheese, cheddar, regular fat"	"60.000"	"7"
"10A10418"	"Sauce, cheese, made with butter & milk, homemade"	"-10.0"	"02A20079"	"Flour, wheat, white, plain"	"23.000"	"305"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"04A10062"	"Butter, no added salt"	"125.000"	"0"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"01B10277"	"Water, tap"	"10.000"	"0"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"10F60091"	"Salt, cooking"	"0.500"	"0"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"10E10080"	"Pepper, ground, black or white"	"0.340"	"0"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"03A10067"	"Egg, chicken, yolk, raw"	"51.000"	"101"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"01B30288"	"Juice, lemon"	"10.320"	"0"
"10A10422"	"Sauce, hollandaise"	"-10.0"	"01B10277"	"Water, tap"	"10.000"	"0"
"10A10419"	"Sauce, white, savoury, made with full fat milk & butter, homemade"	"-10.0"	"04A10060"	"Butter, salted"	"36.000"	"0"
"10A10419"	"Sauce, white, savoury, made with full fat milk & butter, homemade"	"-10.0"	"02A20079"	"Flour, wheat, white, plain"	"23.000"	"305"
"10A10419"	"Sauce, white, savoury, made with full fat milk & butter, homemade"	"-10.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"258.000"	"2151"
"10A10420"	"Sauce, white, savoury, made with reduced fat milk & margarine spread, homemade"	"-10.0"	"04B20074"	"Margarine spread, monounsaturated (70% fat)"	"38.000"	"0"
"10A10420"	"Sauce, white, savoury, made with reduced fat milk & margarine spread, homemade"	"-10.0"	"02A20079"	"Flour, wheat, white, plain"	"23.000"	"305"
"10A10420"	"Sauce, white, savoury, made with reduced fat milk & margarine spread, homemade"	"-10.0"	"09A10162"	"Milk, cow, fluid, reduced fat (~1.5%), increased protein (~4%)"	"260.000"	"2151"
"04A10072"	"Butter, garlic, homemade"	"0.0"	"13A11403"	"Garlic, peeled, raw"	"5.000"	"0"
"04A10072"	"Butter, garlic, homemade"	"0.0"	"04A10060"	"Butter, salted"	"60.000"	"0"
"04A10072"	"Butter, garlic, homemade"	"0.0"	"13A11457"	"Parsley, curly, raw"	"2.000"	"0"
"03A10071"	"Egg, chicken, whole, omega-3 polyunsaturate enriched, boiled"	"-2.0"	"03A10061"	"Egg, chicken, whole, omega-3 polyunsaturate enriched, raw"	"100.000"	"105"
"03B10068"	"Egg, chicken, scrambled, no added fat"	"-12.0"	"09A10163"	"Milk, cow, fluid, regular fat (~3.5%)"	"45.000"	"2151"
"03B10068"	"Egg, chicken, scrambled, no added fat"	"-12.0"	"10F60080"	"Salt, table, non-iodised"	"0.800"	"0"
"03B10068"	"Egg, chicken, scrambled, no added fat"	"-12.0"	"10E10080"	"Pepper, ground, black or white"	"0.200"	"0"
"03B10068"	"Egg, chicken, scrambled, no added fat"	"-12.0"	"03A10060"	"Egg, chicken, whole, raw"	"106.000"	"103"
"03B10068"	"Egg, chicken, scrambled, no added fat"	"-12.0"	"13A11457"	"Parsley, curly, raw"	"5.000"	"3015"
"03B10070"	"Egg, whole, hard-boiled, mashed with mayonnaise"	"0.0"	"10F20096"	"Mayonnaise, regular fat, commercial"	"18.500"	"0"
"03B10070"	"Egg, whole, hard-boiled, mashed with mayonnaise"	"0.0"	"03A10062"	"Egg, chicken, whole, hard-boiled"	"150.000"	"0"
"03A10072"	"Egg, duck, whole, boiled"	"4.0"	"03A10069"	"Egg, duck, whole, raw"	"100.000"	"105"
"03B10069"	"Omelette, chicken egg, no added fat"	"-7.0"	"10F60080"	"Salt, table, non-iodised"	"0.400"	"0"
"03B10069"	"Omelette, chicken egg, no added fat"	"-7.0"	"10E10080"	"Pepper, ground, black or white"	"0.100"	"0"
"03B10069"	"Omelette, chicken egg, no added fat"	"-7.0"	"01B10277"	"Water, tap"	"20.000"	"0"
"03B10069"	"Omelette, chicken egg, no added fat"	"-7.0"	"03A10060"	"Egg, chicken, whole, raw"	"106.000"	"107"
"06C10188"	"Apricot, canned in pear juice"	"0.0"	"06C10172"	"Apricot, canned in pear juice, drained"	"59.000"	"0"
"06C10188"	"Apricot, canned in pear juice"	"0.0"	"06C20031"	"Apricot, canned in pear juice, juice only"	"41.000"	"0"
"06C10190"	"Apricot, canned in light syrup"	"0.0"	"06C10173"	"Apricot, canned in light syrup, drained"	"54.000"	"0"
"06C10190"	"Apricot, canned in light syrup"	"0.0"	"06C20033"	"Apricot, canned in light syrup, syrup only"	"46.000"	"0"
"06C10189"	"Apricot, canned in syrup"	"0.0"	"06C10174"	"Apricot, canned in syrup, drained"	"56.000"	"0"
"06C10189"	"Apricot, canned in syrup"	"0.0"	"06C20032"	"Apricot, canned in syrup, syrup only"	"44.000"	"0"
"06C10187"	"Apricot, canned in intense sweetened liquid"	"0.0"	"06C20030"	"Apricots, canned in intense sweetened liquid, liquid only"	"44.000"	"0"
"06C10187"	"Apricot, canned in intense sweetened liquid"	"0.0"	"06C10171"	"Apricot, canned in intense sweetened liquid, drained"	"56.000"	"0"
"06A10099"	"Blackberry, purchased frozen"	"0.0"	"06A10093"	"Blackberry, raw"	"100.000"	"156"
"06A10098"	"Blueberry, purchased frozen"	"-2.7"	"06A10091"	"Blueberry, raw"	"100.000"	"156"
"06A10096"	"Blueberry, canned in syrup"	"0.0"	"06A20012"	"Blueberry, canned in syrup, syrup only"	"54.000"	"0"
"06A10096"	"Blueberry, canned in syrup"	"0.0"	"06A10089"	"Blueberry, canned in syrup, drained"	"46.000"	"0"
"06C10186"	"Cherry, black, canned in syrup"	"0.0"	"06C20029"	"Cherry, black, canned in syrup, syrup only"	"46.000"	"0"
"06C10186"	"Cherry, black, canned in syrup"	"0.0"	"06C10168"	"Cherry, black, canned in syrup, drained"	"54.000"	"0"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10414"	"Melon, honey dew, white skin, peeled, raw"	"50.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10423"	"Melon, rockmelon (cantaloupe), peeled, raw"	"50.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10424"	"Melon, watermelon, peeled, raw"	"50.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10394"	"Pineapple (cayenne), peeled, raw"	"50.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10402"	"Grape, thompson seedless or sultana, raw"	"20.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06A10086"	"Strawberry, raw"	"10.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"06D10421"	"Kiwifruit, hayward, peeled, raw"	"10.000"	"156"
"06E10086"	"Fruit salad, fresh, commercial"	"0.0"	"01B30291"	"Juice, orange, added vitamin c"	"10.000"	"156"
"06E10084"	"Fruit salad, canned in pear juice"	"0.0"	"06E20015"	"Fruit salad, canned in pear juice, juice only"	"42.000"	"0"
"06E10084"	"Fruit salad, canned in pear juice"	"0.0"	"06E10079"	"Fruit salad, canned in pear juice, drained"	"58.000"	"0"
"06E10085"	"Fruit salad, canned in pineapple juice"	"0.0"	"06E10080"	"Fruit salad, canned in pineapple juice, drained"	"67.000"	"0"
"06E10085"	"Fruit salad, canned in pineapple juice"	"0.0"	"06E20016"	"Fruit salad, canned in pineapple juice, juice only"	"33.000"	"0"
"06E10083"	"Fruit salad, canned in syrup"	"0.0"	"06E10078"	"Fruit salad, canned in syrup, drained"	"56.000"	"0"
"06E10083"	"Fruit salad, canned in syrup"	"0.0"	"06E20014"	"Fruit salad, canned in syrup, syrup only"	"44.000"	"0"
"06E10082"	"Fruit salad, canned in heavy syrup"	"0.0"	"06E10077"	"Fruit salad, canned in heavy syrup, drained"	"64.000"	"0"
"06E10082"	"Fruit salad, canned in heavy syrup"	"0.0"	"06E20013"	"Fruit salad, canned in heavy syrup, syrup only"	"36.000"	"0"
"06B10074"	"Mandarin, canned in syrup"	"0.0"	"06B20004"	"Mandarin, canned in syrup, syrup only"	"43.000"	"0"
"06B10074"	"Mandarin, canned in syrup"	"0.0"	"06B10071"	"Mandarin, canned in syrup, drained"	"57.000"	"0"
"06D10451"	"Passionfruit, pulp, canned"	"0.0"	"06D10405"	"Passionfruit, raw"	"100.000"	"154"
"06C10195"	"Peach, canned in pear juice"	"0.0"	"06C10184"	"Peach, canned in pear juice, drained"	"60.000"	"0"
"06C10195"	"Peach, canned in pear juice"	"0.0"	"06C20038"	"Peach, canned in pear juice, juice only"	"40.000"	"0"
"06C10194"	"Peach, canned in light syrup"	"0.0"	"06C10183"	"Peach, canned in light syrup, drained"	"58.000"	"0"
"06C10194"	"Peach, canned in light syrup"	"0.0"	"06C20037"	"Peach, canned in light syrup, syrup only"	"42.000"	"0"
"06C10193"	"Peach, canned in syrup"	"0.0"	"06C20036"	"Peach, canned in syrup, syrup only"	"36.000"	"0"
"06C10193"	"Peach, canned in syrup"	"0.0"	"06C10182"	"Peach, canned in syrup, drained"	"64.000"	"0"
"06C10191"	"Peach, canned in intense sweetened liquid"	"0.0"	"06C20034"	"Peach, canned in intense sweetened liquid, liquid only"	"33.000"	"0"
"06C10191"	"Peach, canned in intense sweetened liquid"	"0.0"	"06C10176"	"Peach, canned in intense sweetened liquid, drained"	"67.000"	"0"
"06D10455"	"Pear, canned in pear juice"	"0.0"	"06D10446"	"Pear, canned in pear juice, drained"	"59.000"	"0"
"06D10455"	"Pear, canned in pear juice"	"0.0"	"06D20027"	"Pear, canned in pear juice, juice only"	"39.000"	"0"
"06D10453"	"Pear, canned in light syrup"	"0.0"	"06D10441"	"Pear, canned in light syrup, drained"	"58.000"	"0"
"06D10453"	"Pear, canned in light syrup"	"0.0"	"06D20026"	"Pear,  canned in light syrup, syrup only"	"42.000"	"0"
"06D10452"	"Pear, canned in syrup"	"0.0"	"06D10440"	"Pear, canned in syrup, drained"	"60.000"	"0"
"06D10452"	"Pear, canned in syrup"	"0.0"	"06D20025"	"Pear, canned in sugar syrup, syrup only"	"40.000"	"0"
"06D10454"	"Pear, canned in intense sweetened liquid"	"0.0"	"06D10442"	"Pear, canned in intense sweetened liquid, drained"	"57.000"	"0"
"06D10454"	"Pear, canned in intense sweetened liquid"	"0.0"	"06D20024"	"Pear, canned in intense sweetened liquid, liquid only"	"43.000"	"0"
"06C10192"	"Plum, dark, canned in syrup"	"0.0"	"06C10181"	"Plum, dark, canned in syrup, drained"	"49.000"	"0"
"06C10192"	"Plum, dark, canned in syrup"	"0.0"	"06C20035"	"Plum, dark, canned in syrup, syrup only"	"45.000"	"0"
"06A10100"	"Raspberry, purchased frozen"	"0.0"	"06A10092"	"Raspberry, raw"	"100.000"	"156"
"06A10094"	"Raspberry, canned in syrup"	"0.0"	"06A10087"	"Raspberry, canned in syrup, drained"	"41.000"	"0"
"06A10094"	"Raspberry, canned in syrup"	"0.0"	"06A20010"	"Raspberry, canned in syrup, syrup only"	"59.000"	"0"
"06A10097"	"Strawberry, purchased frozen"	"0.0"	"06A10086"	"Strawberry, raw"	"100.000"	"156"
"06A10095"	"Strawberry, canned in syrup"	"0.0"	"06A10088"	"Strawberry, canned in syrup, drained"	"43.000"	"0"
"06A10095"	"Strawberry, canned in syrup"	"0.0"	"06A20011"	"Strawberry, canned in syrup, syrup only"	"57.000"	"0"
"08A10944"	"Beef, BBQ/grill/fry cuts, fully-trimmed, raw"	"0.0"	"08A10839"	"Beef, sirloin steak, fully-trimmed, raw"	"100.000"	"0"
"08A10944"	"Beef, BBQ/grill/fry cuts, fully-trimmed, raw"	"0.0"	"08A10840"	"Beef, scotch fillet, fully-trimmed, raw"	"100.000"	"0"
"08A10944"	"Beef, BBQ/grill/fry cuts, fully-trimmed, raw"	"0.0"	"08A10833"	"Beef, rump steak, fully-trimmed, raw"	"100.000"	"0"
"08A10945"	"Beef, BBQ/grill/fry cuts, fully-trimmed, cooked"	"0.0"	"08A10787"	"Beef, sirloin steak, fully-trimmed, grilled"	"100.000"	"0"
"08A10945"	"Beef, BBQ/grill/fry cuts, fully-trimmed, cooked"	"0.0"	"08A10772"	"Beef, scotch fillet, fully-trimmed, grilled"	"100.000"	"0"
"08A10945"	"Beef, BBQ/grill/fry cuts, fully-trimmed, cooked"	"0.0"	"08A10765"	"Beef, rump steak, fully-trimmed, grilled"	"100.000"	"0"
"08A10946"	"Beef, BBQ/grill/fry cuts, semi-trimmed, raw"	"0.0"	"08A10784"	"Beef, sirloin steak, semi-trimmed, raw"	"100.000"	"0"
"08A10946"	"Beef, BBQ/grill/fry cuts, semi-trimmed, raw"	"0.0"	"08A10769"	"Beef, scotch fillet, semi-trimmed, raw"	"100.000"	"0"
"08A10946"	"Beef, BBQ/grill/fry cuts, semi-trimmed, raw"	"0.0"	"08A10762"	"Beef, rump steak, semi-trimmed, raw"	"100.000"	"0"
"08A10947"	"Beef, BBQ/grill/fry cuts, semi-trimmed, cooked"	"0.0"	"08A10788"	"Beef, sirloin steak, semi-trimmed, grilled"	"100.000"	"0"
"08A10947"	"Beef, BBQ/grill/fry cuts, semi-trimmed, cooked"	"0.0"	"08A10773"	"Beef, scotch fillet, semi-trimmed, grilled"	"100.000"	"0"
"08A10947"	"Beef, BBQ/grill/fry cuts, semi-trimmed, cooked"	"0.0"	"08A10766"	"Beef, rump steak, semi-trimmed, grilled"	"100.000"	"0"
"08A10841"	"Beef, blade steak, fully-trimmed, raw"	"0.0"	"08A10727"	"Beef, blade steak, separable lean, raw"	"0.970"	"0"
"08A10841"	"Beef, blade steak, fully-trimmed, raw"	"0.0"	"08A10916"	"Beef, blade steak, separable fat, raw"	"0.030"	"0"
"08A10728"	"Beef, blade steak, semi-trimmed, raw"	"0.0"	"08A10916"	"Beef, blade steak, separable fat, raw"	"6.200"	"0"
"08A10728"	"Beef, blade steak, semi-trimmed, raw"	"0.0"	"08A10727"	"Beef, blade steak, separable lean, raw"	"93.800"	"0"
"08A10729"	"Beef, blade steak, untrimmed, raw"	"0.0"	"08A10916"	"Beef, blade steak, separable fat, raw"	"11.670"	"0"
"08A10729"	"Beef, blade steak, untrimmed, raw"	"0.0"	"08A10727"	"Beef, blade steak, separable lean, raw"	"88.330"	"0"
"08A10731"	"Beef, blade steak, fully-trimmed, grilled"	"0.0"	"08A10730"	"Beef, blade steak, separable lean, grilled"	"98.000"	"0"
"08A10731"	"Beef, blade steak, fully-trimmed, grilled"	"0.0"	"08A10922"	"Beef, blade steak, separable fat, grilled"	"2.000"	"0"
"08A10732"	"Beef, blade steak, semi-trimmed, grilled"	"0.0"	"08A10730"	"Beef, blade steak, separable lean, grilled"	"94.560"	"0"
"08A10732"	"Beef, blade steak, semi-trimmed, grilled"	"0.0"	"08A10922"	"Beef, blade steak, separable fat, grilled"	"5.440"	"0"
"08A10733"	"Beef, blade steak, untrimmed, grilled"	"0.0"	"08A10730"	"Beef, blade steak, separable lean, grilled"	"91.510"	"0"
"08A10733"	"Beef, blade steak, untrimmed, grilled"	"0.0"	"08A10922"	"Beef, blade steak, separable fat, grilled"	"8.490"	"0"
"08A10934"	"Beef, casserole cuts, fully-trimmed, raw"	"0.0"	"08A10841"	"Beef, blade steak, fully-trimmed, raw"	"100.000"	"0"
"08A10934"	"Beef, casserole cuts, fully-trimmed, raw"	"0.0"	"08A10735"	"Beef, chuck steak, fully-trimmed, raw"	"100.000"	"0"
"08A10934"	"Beef, casserole cuts, fully-trimmed, raw"	"0.0"	"08A10831"	"Beef, round steak, fully-trimmed, raw"	"100.000"	"0"
"08A10935"	"Beef, casserole cuts, fully-trimmed, cooked"	"0.0"	"08A10731"	"Beef, blade steak, fully-trimmed, grilled"	"100.000"	"0"
"08A10935"	"Beef, casserole cuts, fully-trimmed, cooked"	"0.0"	"08A10738"	"Beef, chuck steak, fully-trimmed, casseroled"	"100.000"	"0"
"08A10935"	"Beef, casserole cuts, fully-trimmed, cooked"	"0.0"	"08A10757"	"Beef, round steak, fully-trimmed, grilled"	"100.000"	"0"
"08A10735"	"Beef, chuck steak, fully-trimmed, raw"	"0.0"	"08A10734"	"Beef, chuck steak, separable lean, raw"	"93.000"	"0"
"08A10735"	"Beef, chuck steak, fully-trimmed, raw"	"0.0"	"08A10923"	"Beef, chuck steak, separable fat, raw"	"7.000"	"0"
"08A10736"	"Beef, chuck steak, untrimmed, raw"	"0.0"	"08A10734"	"Beef, chuck steak, separable lean, raw"	"87.840"	"0"
"08A10736"	"Beef, chuck steak, untrimmed, raw"	"0.0"	"08A10923"	"Beef, chuck steak, separable fat, raw"	"12.160"	"0"
"08A10738"	"Beef, chuck steak, fully-trimmed, casseroled"	"0.0"	"08A10924"	"Beef, chuck steak, separable fat, casseroled"	"6.000"	"0"
"08A10738"	"Beef, chuck steak, fully-trimmed, casseroled"	"0.0"	"08A10737"	"Beef, chuck steak, separable lean, casseroled"	"94.000"	"0"
"08A10739"	"Beef, chuck steak, untrimmed, casseroled"	"0.0"	"08A10737"	"Beef, chuck steak, separable lean, casseroled"	"90.040"	"0"
"08A10739"	"Beef, chuck steak, untrimmed, casseroled"	"0.0"	"08A10924"	"Beef, chuck steak, separable fat, casseroled"	"9.960"	"0"
"08A10835"	"Beef, diced, fully-trimmed, raw"	"0.0"	"08A10740"	"Beef, diced, separable lean, raw"	"99.300"	"0"
"08A10835"	"Beef, diced, fully-trimmed, raw"	"0.0"	"08A10912"	"Beef, stir-fry strips or diced, separable fat, raw"	"0.700"	"0"
"08A10741"	"Beef, diced, untrimmed, raw"	"0.0"	"08A10740"	"Beef, diced, separable lean, raw"	"97.920"	"0"
"08A10741"	"Beef, diced, untrimmed, raw"	"0.0"	"08A10912"	"Beef, stir-fry strips or diced, separable fat, raw"	"2.080"	"0"
"08A10743"	"Beef, diced, fully-trimmed, dry fried"	"0.0"	"08A10742"	"Beef, diced, separable lean, dry fried"	"100.000"	"0"
"08A10744"	"Beef, diced, untrimmed, dry fried"	"0.0"	"08A10742"	"Beef, diced, separable lean, dry fried"	"98.510"	"0"
"08A10744"	"Beef, diced, untrimmed, dry fried"	"0.0"	"08A10918"	"Beef, stir-fry strips or diced, separable fat, dry fried"	"1.490"	"0"
"08A10837"	"Beef, eye fillet, separable lean, raw"	"0.0"	"08A10746"	"Beef, fillet steak, separable lean, raw"	"100.000"	"0"
"08A10745"	"Beef, eye fillet, separable lean, grilled"	"0.0"	"08A10748"	"Beef, fillet steak, separable lean, grilled"	"100.000"	"0"
"08A10836"	"Beef, fillet steak, fully-trimmed, raw"	"0.0"	"08A10746"	"Beef, fillet steak, separable lean, raw"	"98.000"	"0"
"08A10836"	"Beef, fillet steak, fully-trimmed, raw"	"0.0"	"08A10915"	"Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, raw"	"2.000"	"0"
"08A10747"	"Beef, fillet steak, untrimmed, raw"	"0.0"	"08A10746"	"Beef, fillet steak, separable lean, raw"	"92.640"	"0"
"08A10747"	"Beef, fillet steak, untrimmed, raw"	"0.0"	"08A10915"	"Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, raw"	"7.360"	"0"
"08A10749"	"Beef, fillet steak, fully-trimmed, grilled"	"0.0"	"08A10748"	"Beef, fillet steak, separable lean, grilled"	"100.000"	"0"
"08A10750"	"Beef, fillet steak, semi-trimmed, grilled"	"0.0"	"08A10748"	"Beef, fillet steak, separable lean, grilled"	"97.620"	"0"
"08A10750"	"Beef, fillet steak, semi-trimmed, grilled"	"0.0"	"08A10921"	"Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, grilled"	"2.380"	"0"
"08A10751"	"Beef, fillet steak, untrimmed, grilled"	"0.0"	"08A10748"	"Beef, fillet steak, separable lean, grilled"	"93.410"	"0"
"08A10751"	"Beef, fillet steak, untrimmed, grilled"	"0.0"	"08A10921"	"Beef, loin (fillet, sirloin, scotch fillet, t-bone), separable fat, grilled"	"6.590"	"0"
"08A10936"	"Beef, roasting cuts, fully-trimmed, raw"	"0.0"	"08A10841"	"Beef, blade steak, fully-trimmed, raw"	"100.000"	"0"
"08A10936"	"Beef, roasting cuts, fully-trimmed, raw"	"0.0"	"08A10831"	"Beef, round steak, fully-trimmed, raw"	"100.000"	"0"
"08A10936"	"Beef, roasting cuts, fully-trimmed, raw"	"0.0"	"08A10827"	"Beef, topside roast, fully-trimmed, raw"	"100.000"	"0"
